番号,日付,時間,ms,CHU1-1,CHU1-2,CHU1-3,CHU1-4,CHU2-1,CHU2-2,CHU2-3,CHU2-4,CHU2-5,CHU2-6,CHU2-7,CHU2-8,CHU2-9,CHU2-10,AlarmU1,AlarmU2,AlarmOut,MarkEvent
NO.,Date,Time,ms," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V","A1234567890","A1234567890","AO1234567890","Alarm/Info/x/User12345678"
10837,2024-12-18,16:51:05,360,-0.006,-0.002,-0.002,-0.005,+0.01,+0.02,+0.01,+0.03,+0.02,+8.053,+0.765,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10838,2024-12-18,16:51:05,370,-0.006,-0.001,-0.002,-0.004,+0.01,+0.02,+0.03,+0.06,+0.06,+8.053,+0.764,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10839,2024-12-18,16:51:05,380,-0.005,-0.001,-0.003,-0.004,+0.03,+0.02,+0.01,+0.07,+0.02,+8.056,+0.763,-0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10840,2024-12-18,16:51:05,390,-0.005,+0.001,-0.002,-0.005,+0.03,+0.03,+0.03,+0.03,+0.03,+8.059,+0.765,+0.00,+0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10841,2024-12-18,16:51:05,400,-0.005,-0.003,-0.002,-0.005,+0.02,+0.03,+0.01,+0.07,+0.03,+8.056,+0.764,+0.04,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10842,2024-12-18,16:51:05,410,-0.005,-0.003,-0.004,-0.004,+0.01,+0.02,+0.01,+0.04,+0.04,+8.056,+0.768,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10843,2024-12-18,16:51:05,420,-0.007,-0.001,-0.002,-0.004,+0.04,+0.01,+0.02,+0.04,+0.04,+8.057,+0.765,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10844,2024-12-18,16:51:05,430,-0.007,+0.000,-0.001,-0.005,+0.04,+0.01,+0.01,+0.07,+0.04,+8.058,+0.764,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10845,2024-12-18,16:51:05,440,-0.008,-0.003,-0.003,-0.005,+0.03,+0.02,+0.01,+0.07,+0.03,+8.059,+0.766,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10846,2024-12-18,16:51:05,450,-0.006,-0.003,-0.000,-0.004,+0.04,+0.03,-0.01,+0.05,+0.03,+8.062,+0.763,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10847,2024-12-18,16:51:05,460,-0.005,-0.002,-0.003,-0.004,+0.03,+0.03,+0.01,+0.04,+0.02,+8.063,+0.764,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10848,2024-12-18,16:51:05,470,-0.007,+0.000,-0.004,-0.007,+0.04,+0.04,+0.01,+0.04,+0.05,+8.062,+0.765,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10849,2024-12-18,16:51:05,480,-0.004,-0.003,-0.002,-0.004,+0.01,+0.03,+0.03,+0.04,+0.03,+8.060,+0.765,+0.02,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10850,2024-12-18,16:51:05,490,-0.005,-0.001,-0.003,-0.004,+0.04,+0.02,+0.01,+0.03,+0.04,+8.065,+0.764,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10851,2024-12-18,16:51:05,500,-0.005,-0.001,-0.003,-0.006,+0.01,+0.03,+0.01,+0.04,+0.02,+8.060,+0.765,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10852,2024-12-18,16:51:05,510,-0.006,-0.001,-0.001,-0.006,+0.04,+0.03,+0.00,+0.07,+0.04,+8.062,+0.763,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10853,2024-12-18,16:51:05,520,-0.007,-0.005,-0.002,-0.004,+0.01,+0.01,+0.01,+0.04,+0.01,+8.063,+0.764,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10854,2024-12-18,16:51:05,530,-0.006,-0.003,-0.002,-0.005,+0.04,+0.04,+0.03,+0.05,+0.03,+8.065,+0.763,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10855,2024-12-18,16:51:05,540,-0.006,-0.001,-0.001,-0.004,+0.04,+0.01,+0.01,+0.06,+0.01,+8.064,+0.761,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10856,2024-12-18,16:51:05,550,-0.007,-0.002,-0.004,-0.006,+0.03,+0.04,+0.02,+0.04,+0.03,+8.063,+0.765,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10857,2024-12-18,16:51:05,560,-0.006,-0.002,-0.000,-0.003,+0.03,+0.01,+0.01,+0.06,+0.04,+8.065,+0.762,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10858,2024-12-18,16:51:05,570,-0.005,-0.002,-0.003,-0.004,+0.04,+0.04,+0.01,+0.04,+0.04,+8.065,+0.763,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10859,2024-12-18,16:51:05,580,-0.004,-0.002,-0.005,-0.006,+0.01,+0.03,-0.01,+0.04,+0.03,+8.067,+0.763,+0.01,+0.01,-0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10860,2024-12-18,16:51:05,590,-0.005,-0.000,-0.001,-0.005,+0.03,+0.02,+0.01,+0.04,+0.04,+8.072,+0.764,+0.00,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10861,2024-12-18,16:51:05,600,-0.007,-0.003,-0.002,-0.004,+0.02,+0.01,+0.03,+0.04,+0.01,+8.068,+0.762,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10862,2024-12-18,16:51:05,610,-0.007,-0.002,-0.003,-0.004,+0.03,+0.04,+0.02,+0.04,+0.02,+8.070,+0.765,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10863,2024-12-18,16:51:05,620,-0.007,+0.001,-0.000,-0.006,+0.04,+0.01,+0.01,+0.07,+0.01,+8.070,+0.763,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10864,2024-12-18,16:51:05,630,-0.007,-0.001,-0.002,-0.005,+0.03,+0.03,+0.01,+0.07,+0.03,+8.068,+0.763,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10865,2024-12-18,16:51:05,640,-0.005,-0.002,-0.002,-0.004,+0.03,+0.03,+0.02,+0.06,+0.01,+8.068,+0.762,+0.02,-0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10866,2024-12-18,16:51:05,650,-0.005,-0.002,-0.002,-0.005,+0.01,+0.06,+0.01,+0.06,+0.04,+8.072,+0.763,+0.03,+0.01,-0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10867,2024-12-18,16:51:05,660,-0.006,-0.001,-0.004,-0.006,+0.01,+0.04,+0.01,+0.03,+0.01,+8.073,+0.761,+0.01,-0.01,+0.05,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10868,2024-12-18,16:51:05,670,-0.004,-0.001,-0.003,-0.004,+0.01,+0.02,+0.02,+0.06,+0.04,+8.072,+0.759,+0.01,+0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10869,2024-12-18,16:51:05,680,-0.005,-0.003,-0.003,-0.004,+0.04,+0.04,+0.01,+0.04,+0.01,+8.074,+0.763,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10870,2024-12-18,16:51:05,690,-0.006,-0.002,-0.003,-0.005,+0.04,+0.04,+0.01,+0.05,+0.03,+8.074,+0.762,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10871,2024-12-18,16:51:05,700,-0.007,-0.001,-0.002,-0.006,+0.01,+0.03,+0.03,+0.04,+0.03,+8.072,+0.761,+0.04,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10872,2024-12-18,16:51:05,710,-0.007,-0.001,-0.003,-0.003,+0.02,+0.02,+0.04,+0.04,+0.06,+8.072,+0.764,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10873,2024-12-18,16:51:05,720,-0.007,-0.003,-0.004,-0.005,+0.04,+0.01,+0.03,+0.04,+0.01,+8.075,+0.762,+0.02,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10874,2024-12-18,16:51:05,730,-0.006,-0.002,-0.002,-0.006,+0.01,+0.03,+0.01,+0.07,+0.04,+8.076,+0.761,+0.01,+0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10875,2024-12-18,16:51:05,740,-0.006,-0.001,-0.002,-0.006,+0.03,+0.03,+0.01,+0.04,+0.01,+8.075,+0.760,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10876,2024-12-18,16:51:05,750,-0.005,-0.001,-0.003,-0.004,+0.04,+0.04,+0.00,+0.07,+0.03,+8.076,+0.763,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10877,2024-12-18,16:51:05,760,-0.005,-0.003,-0.002,-0.004,+0.03,+0.02,+0.03,+0.06,+0.01,+8.076,+0.765,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10878,2024-12-18,16:51:05,770,-0.005,-0.002,-0.004,-0.006,+0.01,+0.04,+0.02,+0.04,+0.05,+8.075,+0.764,+0.04,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10879,2024-12-18,16:51:05,780,-0.006,+0.000,-0.002,-0.004,+0.03,+0.03,+0.04,+0.05,+0.03,+8.078,+0.762,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10880,2024-12-18,16:51:05,790,-0.007,+0.000,-0.002,-0.004,+0.03,+0.03,+0.01,+0.04,+0.04,+8.078,+0.763,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10881,2024-12-18,16:51:05,800,-0.006,-0.002,-0.004,-0.004,+0.04,+0.01,-0.01,+0.04,+0.03,+8.079,+0.762,+0.01,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10882,2024-12-18,16:51:05,810,-0.007,-0.001,-0.002,-0.005,+0.04,+0.04,-0.01,+0.03,+0.04,+8.080,+0.763,+0.02,+0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10883,2024-12-18,16:51:05,820,-0.006,-0.001,-0.002,-0.005,+0.01,+0.04,+0.01,+0.03,+0.04,+8.079,+0.762,+0.02,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10884,2024-12-18,16:51:05,830,-0.007,-0.002,-0.003,-0.005,+0.02,+0.02,+0.01,+0.03,+0.05,+8.080,+0.762,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10885,2024-12-18,16:51:05,840,-0.005,-0.003,-0.002,-0.005,+0.02,+0.02,+0.03,+0.04,+0.02,+8.077,+0.764,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10886,2024-12-18,16:51:05,850,-0.006,-0.002,-0.002,-0.005,+0.01,+0.02,+0.02,+0.03,+0.04,+8.084,+0.762,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10887,2024-12-18,16:51:05,860,-0.005,+0.000,-0.003,-0.003,+0.03,+0.04,+0.03,+0.06,+0.01,+8.082,+0.762,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10888,2024-12-18,16:51:05,870,-0.007,-0.002,-0.002,-0.005,+0.03,+0.04,+0.02,+0.04,+0.01,+8.082,+0.763,+0.04,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10889,2024-12-18,16:51:05,880,-0.008,-0.001,-0.002,-0.006,+0.00,+0.01,+0.01,+0.04,+0.02,+8.082,+0.762,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10890,2024-12-18,16:51:05,890,-0.007,-0.002,-0.003,-0.005,+0.01,+0.01,+0.01,+0.06,+0.05,+8.084,+0.764,+0.04,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10891,2024-12-18,16:51:05,900,-0.007,-0.000,-0.001,-0.004,+0.03,+0.01,+0.01,+0.04,+0.02,+8.082,+0.762,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10892,2024-12-18,16:51:05,910,-0.007,-0.003,-0.004,-0.005,+0.05,+0.02,+0.03,+0.04,+0.05,+8.084,+0.765,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10893,2024-12-18,16:51:05,920,-0.005,-0.001,-0.002,-0.006,+0.04,+0.04,-0.01,+0.06,+0.01,+8.084,+0.764,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10894,2024-12-18,16:51:05,930,-0.005,+0.000,-0.002,-0.004,+0.03,+0.02,+0.01,+0.04,+0.04,+8.085,+0.762,+0.04,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10895,2024-12-18,16:51:05,940,-0.005,+0.001,-0.003,-0.005,+0.03,+0.03,-0.01,+0.07,+0.01,+8.089,+0.764,+0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10896,2024-12-18,16:51:05,950,-0.004,-0.001,-0.002,-0.005,+0.01,+0.03,+0.01,+0.07,+0.04,+8.086,+0.763,+0.02,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10897,2024-12-18,16:51:05,960,-0.006,-0.003,-0.003,-0.006,+0.02,+0.01,-0.01,+0.03,+0.00,+8.088,+0.763,+0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10898,2024-12-18,16:51:05,970,-0.006,-0.001,-0.003,-0.004,+0.04,+0.01,+0.01,+0.06,+0.04,+8.085,+0.764,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10899,2024-12-18,16:51:05,980,-0.007,-0.001,-0.001,-0.004,+0.04,+0.01,+0.01,+0.03,+0.01,+8.091,+0.762,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10900,2024-12-18,16:51:05,990,-0.007,-0.003,-0.002,-0.006,+0.01,+0.04,+0.04,+0.03,+0.03,+8.088,+0.762,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10901,2024-12-18,16:51:06,0,-0.007,-0.003,-0.003,-0.004,+0.01,+0.04,+0.03,+0.06,+0.05,+8.091,+0.762,+0.04,-0.02,-0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10902,2024-12-18,16:51:06,10,-0.006,-0.001,-0.002,-0.004,+0.03,+0.02,+0.01,+0.04,+0.02,+8.091,+0.762,+0.02,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10903,2024-12-18,16:51:06,20,-0.005,-0.001,-0.003,-0.005,+0.01,+0.03,+0.02,+0.07,+0.01,+8.090,+0.764,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10904,2024-12-18,16:51:06,30,-0.007,-0.003,-0.001,-0.006,+0.04,+0.01,+0.02,+0.07,+0.05,+8.088,+0.761,+0.03,+0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10905,2024-12-18,16:51:06,40,-0.005,-0.002,-0.002,-0.004,+0.02,+0.03,+0.00,+0.04,+0.01,+8.089,+0.764,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10906,2024-12-18,16:51:06,50,-0.005,-0.002,-0.003,-0.004,+0.03,+0.03,+0.01,+0.04,+0.02,+8.092,+0.763,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10907,2024-12-18,16:51:06,60,-0.006,-0.001,-0.001,-0.004,+0.02,+0.02,-0.03,+0.04,+0.01,+8.090,+0.765,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10908,2024-12-18,16:51:06,70,-0.006,-0.003,-0.003,-0.007,+0.03,+0.04,+0.01,+0.07,+0.03,+8.092,+0.764,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10909,2024-12-18,16:51:06,80,-0.006,-0.002,-0.004,-0.004,+0.03,+0.03,+0.00,+0.06,+0.01,+8.093,+0.761,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10910,2024-12-18,16:51:06,90,-0.007,-0.001,-0.001,-0.004,+0.03,+0.02,-0.02,+0.04,+0.03,+8.091,+0.763,+0.07,-0.02,+0.06,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10911,2024-12-18,16:51:06,100,-0.007,-0.002,-0.002,-0.007,+0.04,+0.03,+0.01,+0.04,+0.02,+8.089,+0.762,+0.06,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10912,2024-12-18,16:51:06,110,-0.006,-0.003,-0.004,-0.006,+0.01,+0.03,+0.01,+0.06,+0.03,+8.092,+0.763,+0.02,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10913,2024-12-18,16:51:06,120,-0.005,-0.002,-0.002,-0.004,+0.02,+0.03,+0.03,+0.04,+0.03,+8.097,+0.762,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10914,2024-12-18,16:51:06,130,-0.005,-0.001,-0.003,-0.005,+0.03,+0.00,+0.03,+0.04,+0.04,+8.095,+0.764,+0.04,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10915,2024-12-18,16:51:06,140,-0.005,+0.000,-0.002,-0.005,+0.01,+0.02,+0.02,+0.06,+0.02,+8.095,+0.765,+0.02,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10916,2024-12-18,16:51:06,150,-0.006,-0.003,-0.002,-0.005,+0.06,+0.03,+0.04,+0.04,+0.05,+8.095,+0.765,+0.02,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10917,2024-12-18,16:51:06,160,-0.007,-0.002,-0.004,-0.004,+0.04,+0.01,+0.01,+0.05,+0.04,+8.093,+0.762,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10918,2024-12-18,16:51:06,170,-0.008,+0.001,-0.002,-0.005,+0.04,+0.02,+0.01,+0.04,+0.04,+8.095,+0.765,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10919,2024-12-18,16:51:06,180,-0.007,+0.001,-0.002,-0.007,+0.04,+0.01,+0.04,+0.03,+0.01,+8.100,+0.761,+0.03,-0.04,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10920,2024-12-18,16:51:06,190,-0.005,-0.004,-0.004,-0.004,+0.03,+0.03,+0.02,+0.06,+0.07,+8.100,+0.764,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10921,2024-12-18,16:51:06,200,-0.005,-0.002,-0.002,-0.005,+0.02,+0.03,+0.01,+0.04,+0.01,+8.095,+0.762,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10922,2024-12-18,16:51:06,210,-0.005,-0.002,-0.001,-0.005,+0.04,+0.01,+0.01,+0.03,+0.01,+8.098,+0.762,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10923,2024-12-18,16:51:06,220,-0.005,-0.002,-0.003,-0.005,+0.01,+0.04,+0.04,+0.07,+0.01,+8.098,+0.762,+0.04,+0.01,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10924,2024-12-18,16:51:06,230,-0.005,-0.003,-0.001,-0.003,+0.01,+0.03,+0.03,+0.04,+0.02,+8.098,+0.761,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10925,2024-12-18,16:51:06,240,-0.007,-0.000,-0.003,-0.004,+0.03,+0.03,+0.03,+0.05,+0.02,+8.098,+0.764,-0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10926,2024-12-18,16:51:06,250,-0.007,-0.002,-0.001,-0.006,+0.04,+0.02,+0.00,+0.04,+0.01,+8.104,+0.762,+0.03,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10927,2024-12-18,16:51:06,260,-0.007,-0.002,-0.001,-0.004,+0.04,+0.04,+0.01,+0.04,+0.03,+8.102,+0.763,+0.03,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10928,2024-12-18,16:51:06,270,-0.006,-0.003,-0.004,-0.003,+0.04,+0.02,+0.03,+0.06,+0.03,+8.101,+0.762,+0.03,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10929,2024-12-18,16:51:06,280,-0.006,-0.003,-0.001,-0.005,+0.01,+0.02,+0.01,+0.04,+0.01,+8.102,+0.762,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10930,2024-12-18,16:51:06,290,-0.006,+0.001,+0.000,-0.006,+0.04,+0.04,+0.01,+0.04,+0.04,+8.101,+0.763,+0.02,+0.04,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10931,2024-12-18,16:51:06,300,-0.006,-0.002,-0.004,-0.005,+0.04,+0.03,+0.01,+0.04,+0.03,+8.102,+0.761,+0.01,-0.02,-0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10932,2024-12-18,16:51:06,310,-0.005,-0.003,-0.001,-0.004,+0.03,+0.02,+0.03,+0.04,+0.04,+8.101,+0.761,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10933,2024-12-18,16:51:06,320,-0.005,-0.001,-0.002,-0.006,+0.03,+0.01,+0.01,+0.04,+0.04,+8.107,+0.762,+0.01,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10934,2024-12-18,16:51:06,330,-0.006,-0.001,-0.004,-0.006,+0.01,+0.01,+0.00,+0.04,+0.04,+8.107,+0.764,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10935,2024-12-18,16:51:06,340,-0.007,-0.001,-0.001,-0.004,+0.00,+0.03,+0.02,+0.03,-0.01,+8.107,+0.762,+0.03,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10936,2024-12-18,16:51:06,350,-0.008,-0.003,-0.002,-0.004,+0.02,+0.02,+0.02,+0.06,+0.01,+8.108,+0.764,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10937,2024-12-18,16:51:06,360,-0.007,-0.002,-0.004,-0.005,+0.01,+0.03,+0.01,+0.04,+0.01,+8.107,+0.761,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10938,2024-12-18,16:51:06,370,-0.006,+0.000,-0.002,-0.005,+0.04,+0.02,+0.03,+0.04,+0.03,+8.107,+0.762,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
10939,2024-12-18,16:51:06,380,-0.005,-0.001,-0.003,-0.004,+0.04,+0.04,+0.01,+0.04,+0.02,+8.110,+0.763,+0.04,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
