番号,日付,時間,ms,CHU1-1,CHU1-2,CHU1-3,CHU1-4,CHU2-1,CHU2-2,CHU2-3,CHU2-4,CHU2-5,CHU2-6,CHU2-7,CHU2-8,CHU2-9,CHU2-10,AlarmU1,AlarmU2,AlarmOut,MarkEvent
NO.,Date,Time,ms," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V","A1234567890","A1234567890","AO1234567890","Alarm/Info/x/User12345678"
4965,2024-12-18,17:22:34,640,-0.006,+0.001,-0.004,-0.005,+0.02,+0.04,+0.01,+0.07,+0.03,+5.027,+0.858,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4966,2024-12-18,17:22:34,650,-0.006,-0.003,-0.001,-0.007,+0.03,+0.02,-0.02,+0.07,+0.01,+5.028,+0.860,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4967,2024-12-18,17:22:34,660,-0.005,-0.002,-0.004,-0.004,+0.03,+0.04,+0.01,+0.06,+0.03,+5.029,+0.859,+0.04,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4968,2024-12-18,17:22:34,670,-0.006,-0.001,-0.000,-0.004,+0.02,+0.03,-0.02,+0.04,+0.04,+5.031,+0.858,+0.04,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4969,2024-12-18,17:22:34,680,-0.005,-0.001,-0.004,-0.005,+0.04,+0.01,+0.01,+0.04,+0.04,+5.029,+0.859,+0.06,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4970,2024-12-18,17:22:34,690,-0.007,-0.001,-0.001,-0.003,+0.02,+0.03,+0.02,+0.04,+0.01,+5.032,+0.858,+0.04,-0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4971,2024-12-18,17:22:34,700,-0.006,+0.000,-0.003,-0.006,+0.04,+0.04,+0.04,+0.05,+0.01,+5.032,+0.861,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4972,2024-12-18,17:22:34,710,-0.006,-0.001,-0.001,-0.005,+0.05,+0.02,+0.00,+0.05,+0.04,+5.033,+0.858,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4973,2024-12-18,17:22:34,720,-0.005,-0.003,-0.002,-0.004,+0.03,+0.01,+0.01,+0.04,+0.04,+5.032,+0.858,+0.04,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4974,2024-12-18,17:22:34,730,-0.005,-0.003,-0.002,-0.006,+0.04,+0.04,+0.04,+0.07,+0.02,+5.032,+0.861,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4975,2024-12-18,17:22:34,740,-0.007,-0.002,+0.000,-0.003,+0.04,+0.01,+0.04,+0.04,+0.06,+5.032,+0.860,+0.02,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4976,2024-12-18,17:22:34,750,-0.006,-0.002,-0.003,-0.005,+0.05,+0.01,+0.01,+0.07,+0.04,+5.038,+0.861,+0.03,+0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4977,2024-12-18,17:22:34,760,-0.005,+0.001,-0.002,-0.005,+0.03,+0.02,+0.02,+0.04,+0.04,+5.036,+0.858,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4978,2024-12-18,17:22:34,770,-0.004,+0.000,-0.004,-0.004,+0.01,+0.05,+0.01,+0.05,+0.04,+5.035,+0.858,+0.02,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4979,2024-12-18,17:22:34,780,-0.006,-0.001,-0.001,-0.006,+0.04,+0.01,+0.03,+0.04,+0.04,+5.035,+0.860,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4980,2024-12-18,17:22:34,790,-0.007,-0.004,-0.004,-0.005,+0.04,+0.01,-0.03,+0.03,+0.01,+5.036,+0.860,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4981,2024-12-18,17:22:34,800,-0.005,-0.003,-0.001,-0.004,+0.01,+0.03,+0.01,+0.04,+0.01,+5.037,+0.859,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4982,2024-12-18,17:22:34,810,-0.006,-0.002,-0.002,-0.006,+0.04,+0.03,+0.01,+0.06,+0.03,+5.035,+0.860,+0.03,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4983,2024-12-18,17:22:34,820,-0.006,-0.002,-0.002,-0.003,+0.03,+0.04,+0.04,+0.04,+0.01,+5.038,+0.861,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4984,2024-12-18,17:22:34,830,-0.005,-0.001,-0.003,-0.006,+0.01,+0.04,+0.01,+0.06,+0.03,+5.038,+0.860,+0.02,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4985,2024-12-18,17:22:34,840,-0.006,+0.000,-0.001,-0.006,+0.03,+0.03,+0.01,+0.04,+0.01,+5.041,+0.858,-0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4986,2024-12-18,17:22:34,850,-0.006,-0.001,-0.001,-0.004,+0.01,+0.02,+0.04,+0.04,+0.01,+5.040,+0.857,+0.04,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4987,2024-12-18,17:22:34,860,-0.007,-0.004,-0.003,-0.004,+0.04,+0.03,+0.01,+0.03,+0.01,+5.038,+0.858,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4988,2024-12-18,17:22:34,870,-0.006,-0.001,-0.002,-0.005,+0.01,+0.03,-0.01,+0.05,+0.01,+5.038,+0.860,+0.04,-0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4989,2024-12-18,17:22:34,880,-0.005,-0.001,-0.003,-0.004,-0.01,+0.04,+0.04,+0.04,+0.03,+5.040,+0.860,+0.01,+0.01,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4990,2024-12-18,17:22:34,890,-0.006,-0.002,-0.001,-0.006,+0.01,+0.04,-0.01,+0.06,+0.01,+5.044,+0.861,+0.01,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4991,2024-12-18,17:22:34,900,-0.006,+0.001,-0.004,-0.005,+0.04,+0.04,-0.02,+0.06,+0.04,+5.042,+0.859,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4992,2024-12-18,17:22:34,910,-0.005,-0.002,+0.000,-0.005,+0.00,+0.03,+0.01,+0.04,+0.04,+5.044,+0.863,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4993,2024-12-18,17:22:34,920,-0.006,-0.002,-0.003,-0.005,+0.01,+0.03,+0.02,+0.04,+0.04,+5.043,+0.861,+0.00,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4994,2024-12-18,17:22:34,930,-0.006,-0.002,-0.001,-0.004,+0.02,+0.04,+0.01,+0.06,+0.01,+5.042,+0.860,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4995,2024-12-18,17:22:34,940,-0.006,-0.002,-0.003,-0.005,+0.04,+0.03,+0.00,+0.04,+0.04,+5.045,+0.858,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4996,2024-12-18,17:22:34,950,-0.006,-0.001,-0.001,-0.004,+0.01,+0.03,+0.04,+0.04,+0.06,+5.047,+0.859,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4997,2024-12-18,17:22:34,960,-0.006,+0.001,-0.003,-0.004,+0.04,+0.03,+0.01,+0.04,+0.01,+5.045,+0.859,+0.03,+0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4998,2024-12-18,17:22:34,970,-0.005,-0.000,-0.001,-0.006,+0.01,+0.03,+0.01,+0.06,+0.05,+5.046,+0.858,-0.01,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
4999,2024-12-18,17:22:34,980,-0.006,-0.001,-0.002,-0.004,+0.03,+0.04,+0.01,+0.07,+0.04,+5.045,+0.859,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5000,2024-12-18,17:22:34,990,-0.006,-0.003,-0.003,-0.005,+0.03,+0.04,+0.01,+0.07,+0.03,+5.048,+0.862,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5001,2024-12-18,17:22:35,0,-0.006,-0.003,-0.001,-0.004,+0.03,+0.03,+0.01,+0.04,+0.01,+5.044,+0.861,+0.02,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5002,2024-12-18,17:22:35,10,-0.004,+0.000,-0.002,-0.004,+0.04,+0.04,+0.02,+0.06,+0.01,+5.046,+0.859,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5003,2024-12-18,17:22:35,20,-0.006,+0.001,-0.001,-0.005,+0.01,+0.01,+0.01,+0.04,+0.02,+5.049,+0.861,+0.03,-0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5004,2024-12-18,17:22:35,30,-0.005,-0.002,-0.003,-0.004,+0.03,+0.04,+0.03,+0.04,+0.03,+5.048,+0.858,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5005,2024-12-18,17:22:35,40,-0.005,-0.001,-0.002,-0.003,+0.04,+0.04,+0.03,+0.06,+0.01,+5.051,+0.861,+0.04,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5006,2024-12-18,17:22:35,50,-0.005,-0.001,-0.004,-0.006,+0.04,+0.04,+0.01,+0.02,+0.03,+5.050,+0.859,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5007,2024-12-18,17:22:35,60,-0.007,-0.004,+0.001,-0.004,+0.01,+0.03,+0.01,+0.04,+0.01,+5.050,+0.861,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5008,2024-12-18,17:22:35,70,-0.006,-0.002,-0.002,-0.005,+0.03,+0.00,+0.00,+0.05,+0.04,+5.050,+0.858,+0.02,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5009,2024-12-18,17:22:35,80,-0.006,-0.001,-0.001,-0.005,+0.02,+0.03,+0.00,+0.04,+0.05,+5.051,+0.861,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5010,2024-12-18,17:22:35,90,-0.007,-0.001,-0.002,-0.004,+0.03,+0.04,+0.01,+0.06,+0.05,+5.054,+0.861,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5011,2024-12-18,17:22:35,100,-0.006,+0.000,-0.003,-0.005,+0.03,+0.03,+0.01,+0.04,+0.04,+5.053,+0.861,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5012,2024-12-18,17:22:35,110,-0.006,-0.001,-0.002,-0.004,+0.03,+0.03,+0.00,+0.05,+0.06,+5.052,+0.860,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5013,2024-12-18,17:22:35,120,-0.005,-0.002,-0.002,-0.005,+0.02,+0.03,+0.04,+0.04,+0.04,+5.053,+0.860,+0.01,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5014,2024-12-18,17:22:35,130,-0.006,-0.003,-0.001,-0.006,+0.04,+0.02,+0.01,+0.04,+0.04,+5.053,+0.861,+0.04,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5015,2024-12-18,17:22:35,140,-0.006,-0.002,-0.003,-0.004,+0.01,+0.03,+0.01,+0.04,+0.03,+5.052,+0.859,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5016,2024-12-18,17:22:35,150,-0.006,-0.001,-0.001,-0.004,+0.02,+0.03,-0.01,+0.05,+0.06,+5.056,+0.862,+0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5017,2024-12-18,17:22:35,160,-0.006,+0.000,-0.004,-0.006,+0.04,+0.06,+0.01,+0.06,+0.03,+5.058,+0.861,+0.01,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5018,2024-12-18,17:22:35,170,-0.006,+0.000,+0.000,-0.005,+0.04,+0.03,+0.01,+0.03,+0.04,+5.056,+0.861,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5019,2024-12-18,17:22:35,180,-0.006,-0.001,-0.003,-0.005,+0.04,+0.04,+0.01,+0.07,+0.02,+5.058,+0.858,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5020,2024-12-18,17:22:35,190,-0.006,-0.002,+0.000,-0.004,+0.04,+0.04,+0.01,+0.04,+0.04,+5.058,+0.859,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5021,2024-12-18,17:22:35,200,-0.006,-0.002,-0.003,-0.005,+0.03,+0.04,-0.01,+0.02,+0.03,+5.057,+0.859,+0.02,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5022,2024-12-18,17:22:35,210,-0.005,-0.001,-0.002,-0.006,+0.04,+0.01,+0.03,+0.04,+0.04,+5.057,+0.860,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5023,2024-12-18,17:22:35,220,-0.006,-0.002,-0.002,-0.004,+0.02,+0.01,+0.01,+0.04,+0.03,+5.062,+0.859,+0.03,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5024,2024-12-18,17:22:35,230,-0.007,-0.001,-0.002,-0.005,+0.04,+0.04,+0.01,+0.04,+0.04,+5.062,+0.859,+0.03,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5025,2024-12-18,17:22:35,240,-0.005,-0.001,-0.002,-0.006,+0.03,+0.01,+0.03,+0.05,+0.04,+5.059,+0.860,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5026,2024-12-18,17:22:35,250,-0.006,-0.002,-0.003,-0.004,+0.03,+0.03,+0.01,+0.06,+0.04,+5.059,+0.861,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5027,2024-12-18,17:22:35,260,-0.006,-0.003,-0.002,-0.006,+0.04,+0.03,+0.01,+0.04,+0.04,+5.059,+0.861,+0.04,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5028,2024-12-18,17:22:35,270,-0.005,-0.003,-0.004,-0.005,+0.06,+0.03,+0.01,+0.05,+0.01,+5.061,+0.861,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5029,2024-12-18,17:22:35,280,-0.006,-0.001,-0.001,-0.004,+0.04,+0.04,+0.03,+0.06,+0.04,+5.063,+0.861,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5030,2024-12-18,17:22:35,290,-0.006,-0.001,-0.002,-0.006,+0.03,+0.01,+0.01,+0.05,+0.02,+5.064,+0.857,+0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5031,2024-12-18,17:22:35,300,-0.006,+0.001,-0.001,-0.004,+0.04,+0.01,+0.01,+0.04,+0.04,+5.065,+0.859,+0.04,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5032,2024-12-18,17:22:35,310,-0.006,-0.001,-0.002,-0.005,+0.02,+0.03,+0.01,+0.07,+0.01,+5.066,+0.859,+0.03,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5033,2024-12-18,17:22:35,320,-0.005,-0.002,-0.002,-0.005,+0.01,+0.03,+0.01,+0.06,+0.03,+5.064,+0.861,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5034,2024-12-18,17:22:35,330,-0.005,-0.003,-0.003,-0.005,+0.04,+0.02,+0.02,+0.06,+0.04,+5.064,+0.862,+0.03,-0.04,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5035,2024-12-18,17:22:35,340,-0.005,-0.002,-0.001,-0.005,+0.04,+0.01,-0.02,+0.06,+0.01,+5.066,+0.862,+0.02,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5036,2024-12-18,17:22:35,350,-0.005,-0.001,-0.002,-0.004,+0.03,+0.03,+0.01,+0.04,+0.01,+5.065,+0.860,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5037,2024-12-18,17:22:35,360,-0.006,+0.000,-0.003,-0.003,+0.03,+0.04,+0.00,+0.05,+0.04,+5.068,+0.861,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5038,2024-12-18,17:22:35,370,-0.005,+0.000,-0.002,-0.007,+0.03,+0.03,+0.01,+0.04,+0.04,+5.069,+0.861,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5039,2024-12-18,17:22:35,380,-0.006,-0.001,-0.003,-0.004,+0.02,+0.03,+0.01,+0.05,+0.04,+5.066,+0.860,+0.04,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5040,2024-12-18,17:22:35,390,-0.006,-0.004,-0.001,-0.005,+0.03,+0.02,-0.03,+0.04,+0.04,+5.068,+0.860,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5041,2024-12-18,17:22:35,400,-0.005,-0.002,-0.004,-0.004,+0.03,+0.04,+0.03,+0.04,+0.01,+5.068,+0.858,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5042,2024-12-18,17:22:35,410,-0.007,-0.001,-0.001,-0.004,+0.01,+0.03,+0.01,+0.07,+0.03,+5.069,+0.861,+0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5043,2024-12-18,17:22:35,420,-0.005,-0.001,-0.004,-0.006,+0.04,+0.03,+0.01,+0.06,+0.01,+5.072,+0.859,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5044,2024-12-18,17:22:35,430,-0.005,-0.000,-0.001,-0.003,+0.03,+0.03,+0.01,+0.06,+0.03,+5.072,+0.861,+0.03,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5045,2024-12-18,17:22:35,440,-0.007,+0.001,-0.003,-0.005,+0.01,+0.04,+0.01,+0.04,+0.05,+5.071,+0.860,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5046,2024-12-18,17:22:35,450,-0.006,-0.002,-0.001,-0.006,+0.02,+0.03,+0.01,+0.03,+0.03,+5.072,+0.862,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5047,2024-12-18,17:22:35,460,-0.007,-0.003,-0.003,-0.004,+0.01,+0.03,+0.01,+0.04,+0.03,+5.069,+0.863,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5048,2024-12-18,17:22:35,470,-0.006,-0.003,-0.001,-0.005,+0.03,+0.03,+0.01,+0.06,+0.01,+5.071,+0.859,+0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5049,2024-12-18,17:22:35,480,-0.005,-0.001,-0.002,-0.004,+0.02,+0.03,+0.01,+0.04,+0.03,+5.071,+0.862,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5050,2024-12-18,17:22:35,490,-0.006,-0.001,-0.004,-0.004,+0.02,+0.03,-0.01,+0.06,+0.04,+5.076,+0.860,+0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5051,2024-12-18,17:22:35,500,-0.006,-0.000,-0.002,-0.006,+0.03,+0.04,+0.03,+0.05,+0.01,+5.076,+0.860,-0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5052,2024-12-18,17:22:35,510,-0.006,+0.000,-0.003,-0.004,+0.01,+0.03,+0.01,+0.03,+0.01,+5.074,+0.861,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5053,2024-12-18,17:22:35,520,-0.006,-0.003,-0.002,-0.005,+0.01,+0.02,+0.02,+0.05,+0.03,+5.074,+0.862,+0.02,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5054,2024-12-18,17:22:35,530,-0.006,-0.003,-0.004,-0.006,+0.01,+0.02,+0.01,+0.03,+0.01,+5.077,+0.857,+0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5055,2024-12-18,17:22:35,540,-0.005,-0.002,-0.002,-0.004,+0.01,+0.05,+0.03,+0.04,+0.05,+5.075,+0.861,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5056,2024-12-18,17:22:35,550,-0.005,-0.001,-0.003,-0.006,+0.03,+0.03,+0.03,+0.04,+0.03,+5.077,+0.859,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5057,2024-12-18,17:22:35,560,-0.006,-0.001,+0.000,-0.004,+0.03,+0.03,+0.01,+0.04,+0.04,+5.077,+0.858,+0.04,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5058,2024-12-18,17:22:35,570,-0.006,+0.001,-0.004,-0.003,+0.01,+0.04,+0.01,+0.02,+0.03,+5.077,+0.860,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5059,2024-12-18,17:22:35,580,-0.004,-0.002,-0.001,-0.006,+0.02,+0.04,+0.01,+0.07,+0.01,+5.077,+0.861,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5060,2024-12-18,17:22:35,590,-0.006,-0.002,-0.002,-0.004,+0.05,+0.03,+0.00,+0.06,+0.03,+5.079,+0.861,+0.00,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5061,2024-12-18,17:22:35,600,-0.006,-0.002,-0.001,-0.004,+0.04,+0.04,+0.01,+0.06,+0.01,+5.075,+0.864,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5062,2024-12-18,17:22:35,610,-0.006,-0.001,-0.002,-0.005,+0.01,+0.03,-0.01,+0.04,+0.00,+5.077,+0.861,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5063,2024-12-18,17:22:35,620,-0.005,-0.000,-0.002,-0.004,+0.03,+0.04,-0.01,+0.03,+0.02,+5.081,+0.863,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5064,2024-12-18,17:22:35,630,-0.005,-0.001,-0.002,-0.005,+0.04,+0.04,+0.02,+0.03,+0.06,+5.080,+0.861,+0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5065,2024-12-18,17:22:35,640,-0.005,-0.001,-0.003,-0.004,+0.04,+0.01,+0.03,+0.06,+0.03,+5.084,+0.863,+0.03,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5066,2024-12-18,17:22:35,650,-0.005,-0.003,-0.001,-0.005,+0.04,+0.01,+0.01,+0.03,+0.04,+5.080,+0.861,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
5067,2024-12-18,17:22:35,660,-0.005,-0.002,-0.004,-0.006,+0.04,+0.03,-0.01,+0.04,+0.01,+5.079,+0.861,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
