時間[sec],試験力[kN],ストローク[mm],ひずみ[×10-6],荷重[N],モーメント[Nmm],断面二次モーメント,応力[Mpa]
58,-0.00209,0.482,,-1.045,-15.675,,-2.140418753
58.05,-0.00222,0.483,,-1.11,-16.65,,-2.273554848
58.1,-0.002375,0.483,,-1.1875,-17.8125,,-2.432294037
58.15,-0.0023125,0.484,,-1.15625,-17.34375,,-2.368286299
58.2,-0.00209,0.484,,-1.045,-15.675,,-2.140418753
58.25,-0.0024375,0.485,,-1.21875,-18.28125,,-2.496301775
58.3,-0.002375,0.485,,-1.1875,-17.8125,,-2.432294037
58.35,-0.00228,0.485,,-1.14,-17.1,,-2.335002276
58.4,-0.00222,0.486,,-1.11,-16.65,,-2.273554848
58.45,-0.00241,0.486,,-1.205,-18.075,,-2.468138371
58.5,-0.00234,0.487,,-1.17,-17.55,,-2.396449704
